number,incident_state,made_sla,opened_at,impact,urgency,priority,knowledge,resolved_at,closed_at,vendor,product,country
INC0021164,Resolved,True,20/4/2016 08:21,2 - Medium,2 - Medium,3 - Moderate,False,25/4/2016 13:25,30/4/2016 14:07,Ruby,Shrimp,Thailand
INC0007236,Active,True,15/3/2016 11:36,2 - Medium,1 - High,2 - High,False,16/3/2016 16:55,24/3/2016 19:01,Ruby,LadyBug,Portugal
INC0020315,Active,True,18/4/2016 10:42,2 - Medium,2 - Medium,3 - Moderate,False,3/11/2016 14:21,8/11/2016 15:00,Ruby,LadyBug,Belgium
INC0006433,New,True,14/3/2016 08:44,2 - Medium,2 - Medium,3 - Moderate,False,15/3/2016 11:30,24/3/2016 19:00,Sapphire,BlueTang,New Zealand
INC0027610,Resolved,True,9/5/2016 16:18,2 - Medium,2 - Medium,3 - Moderate,False,9/5/2016 16:29,14/5/2016 17:07,Sapphire,BlueJay,Croatia
INC0001351,New,True,2/3/2016 14:20,2 - Medium,2 - Medium,3 - Moderate,True,7/3/2016 14:00,24/3/2016 18:40,Emerald,Boa,Netherlands
INC0025674,New,True,4/5/2016 08:42,2 - Medium,2 - Medium,3 - Moderate,False,13/6/2016 18:00,18/6/2016 18:07,Sapphire,BlueTang,Hungary
INC0000079,New,True,29/2/2016 08:32,2 - Medium,2 - Medium,3 - Moderate,True,29/2/2016 11:20,5/3/2016 12:00,Ruby,Fox,Canada
INC0021387,New,True,20/4/2016 14:25,2 - Medium,1 - High,2 - High,False,10/5/2016 23:42,16/5/2016 00:07,Emerald,Frog,Czech Republic
INC0017083,New,True,8/4/2016 15:12,2 - Medium,2 - Medium,3 - Moderate,False,15/4/2016 11:55,20/4/2016 12:07,Ruby,Shrimp,Chile
INC0011457,Closed,True,26/3/2016 08:34,2 - Medium,2 - Medium,3 - Moderate,False,26/3/2016 08:48,31/3/2016 08:59,Ruby,Fox,Vietnam
INC0003035,New,True,7/3/2016 06:54,2 - Medium,2 - Medium,3 - Moderate,True,8/3/2016 10:48,24/3/2016 18:40,Sapphire,BlueJay,Finland
INC0005507,New,True,10/3/2016 15:01,2 - Medium,2 - Medium,3 - Moderate,True,14/3/2016 14:37,24/3/2016 18:51,Sapphire,Glaucus,Malaysia
INC0017471,Active,True,11/4/2016 09:46,2 - Medium,2 - Medium,3 - Moderate,False,19/4/2016 10:24,24/4/2016 11:07,Sapphire,Glaucus,Indonesia
INC0020075,Awaiting User Info,True,17/4/2016 07:18,2 - Medium,2 - Medium,3 - Moderate,False,28/4/2016 10:26,3/5/2016 11:07,Sapphire,Glaucus,United Kingdom
INC0003109,Awaiting User Info,True,7/3/2016 09:01,2 - Medium,2 - Medium,3 - Moderate,True,17/3/2016 08:14,24/3/2016 18:59,Sapphire,Glaucus,Denmark
INC0011736,New,True,28/3/2016 09:26,2 - Medium,2 - Medium,3 - Moderate,False,31/3/2016 14:10,5/4/2016 14:59,Emerald,Croc,Ireland
INC0012538,Active,True,29/3/2016 12:54,2 - Medium,2 - Medium,3 - Moderate,False,6/4/2016 11:32,11/4/2016 11:59,Emerald,Frog,India
INC0013205,Closed,False,30/3/2016 16:11,2 - Medium,2 - Medium,3 - Moderate,False,12/4/2016 11:04,17/4/2016 11:07,Ruby,Ant,South Africa
INC0008439,Closed,False,17/3/2016 16:18,2 - Medium,2 - Medium,3 - Moderate,False,24/3/2016 13:47,29/3/2016 13:59,Emerald,Frog,Chile
INC0025513,New,True,3/5/2016 15:43,2 - Medium,2 - Medium,3 - Moderate,False,12/5/2016 15:41,17/5/2016 16:07,Sapphire,Peacock,Romania
INC0023560,Resolved,True,28/4/2016 09:26,2 - Medium,2 - Medium,3 - Moderate,False,16/5/2016 15:41,21/5/2016 16:07,Emerald,Croc,Colombia
INC0012554,Active,True,29/3/2016 13:28,2 - Medium,2 - Medium,3 - Moderate,False,4/4/2016 21:23,9/4/2016 21:59,Emerald,Croc,Romania
INC0000536,Active,True,1/3/2016 09:03,2 - Medium,2 - Medium,3 - Moderate,True,4/3/2016 09:29,9/3/2016 10:00,Emerald,Turtle,Turkey
INC0013478,Active,True,31/3/2016 11:29,2 - Medium,2 - Medium,3 - Moderate,False,4/4/2016 08:41,9/4/2016 08:59,Ruby,Fox,Sweden
INC0023182,Awaiting Vendor,True,27/4/2016 12:00,2 - Medium,2 - Medium,3 - Moderate,False,11/5/2016 14:49,16/5/2016 15:07,Emerald,Turtle,Israel
INC0007330,New,True,15/3/2016 14:08,2 - Medium,2 - Medium,3 - Moderate,False,23/3/2016 10:57,28/3/2016 10:59,Emerald,Boa,Philippines
INC0026159,Closed,True,5/5/2016 08:35,2 - Medium,2 - Medium,3 - Moderate,False,5/5/2016 16:12,10/5/2016 17:07,Sapphire,Glaucus,Croatia
INC0006122,Active,True,11/3/2016 15:12,2 - Medium,2 - Medium,3 - Moderate,False,14/3/2016 14:36,24/3/2016 18:51,Ruby,Ant,Israel
INC0020086,Active,True,17/4/2016 09:33,2 - Medium,2 - Medium,3 - Moderate,False,17/4/2016 09:35,22/4/2016 10:07,Ruby,Shrimp,France
INC0027484,Resolved,True,9/5/2016 13:18,2 - Medium,2 - Medium,3 - Moderate,False,9/5/2016 13:24,14/5/2016 14:07,Sapphire,Glaucus,Italy
INC0013301,Resolved,True,31/3/2016 06:58,2 - Medium,2 - Medium,3 - Moderate,False,31/3/2016 07:05,5/4/2016 07:59,Sapphire,BlueJay,Japan
INC0023545,New,True,28/4/2016 09:13,2 - Medium,2 - Medium,3 - Moderate,False,10/5/2016 10:15,15/5/2016 11:07,Sapphire,Peacock,Poland
INC0025693,Active,True,4/5/2016 08:57,1 - High,1 - High,1 - Critical,False,6/5/2016 10:35,11/5/2016 11:07,Ruby,Shrimp,Finland
INC0008140,Awaiting User Info,True,17/3/2016 09:23,3 - Low,3 - Low,4 - Low,False,23/3/2016 10:38,28/3/2016 10:59,Ruby,Fox,United Arab Emirates
INC0011192,Closed,True,24/3/2016 15:44,2 - Medium,2 - Medium,3 - Moderate,False,24/3/2016 16:13,29/3/2016 16:59,Emerald,Turtle,Argentina
INC0004856,Closed,False,9/3/2016 12:02,2 - Medium,2 - Medium,3 - Moderate,True,18/3/2016 11:56,24/3/2016 19:00,Emerald,Boa,United Arab Emirates
INC0007978,Active,True,16/3/2016 17:12,2 - Medium,2 - Medium,3 - Moderate,False,19/4/2016 10:23,24/4/2016 11:07,Ruby,LadyBug,Belgium
INC0026716,Awaiting Vendor,True,6/5/2016 09:30,2 - Medium,2 - Medium,3 - Moderate,False,31/5/2016 14:44,5/6/2016 15:07,Sapphire,Peacock,Germany
INC0010430,Closed,False,23/3/2016 10:39,2 - Medium,2 - Medium,3 - Moderate,False,28/3/2016 12:12,2/4/2016 12:59,Emerald,Turtle,Egypt
INC0010611,Active,True,23/3/2016 14:53,2 - Medium,2 - Medium,3 - Moderate,False,6/4/2016 09:18,11/4/2016 09:59,Sapphire,BlueTang,Pakistan
INC0002033,Awaiting User Info,True,3/3/2016 15:28,2 - Medium,2 - Medium,3 - Moderate,True,7/3/2016 09:44,24/3/2016 18:40,Ruby,Fox,South Korea
INC0010751,Resolved,True,23/3/2016 17:43,2 - Medium,2 - Medium,3 - Moderate,False,31/3/2016 11:46,5/4/2016 11:59,Sapphire,Glaucus,China
INC0009259,Active,True,21/3/2016 09:26,2 - Medium,2 - Medium,3 - Moderate,False,1/6/2016 17:08,6/6/2016 17:10,Sapphire,BlueTang,Ecuador
INC0016969,Active,True,8/4/2016 11:55,2 - Medium,2 - Medium,3 - Moderate,False,15/6/2016 09:46,20/6/2016 10:00,Sapphire,Peacock,Czech Republic
INC0021243,Active,True,20/4/2016 10:23,2 - Medium,2 - Medium,3 - Moderate,False,25/4/2016 11:21,30/4/2016 12:07,Ruby,Fox,Australia
INC0007546,Active,True,16/3/2016 08:42,2 - Medium,2 - Medium,3 - Moderate,False,27/4/2016 11:38,2/5/2016 12:07,Sapphire,Peacock,Hungary
INC0003637,New,True,7/3/2016 14:33,2 - Medium,2 - Medium,3 - Moderate,True,14/3/2016 11:03,24/3/2016 18:50,Sapphire,Glaucus,Netherlands
INC0004718,Awaiting User Info,True,9/3/2016 10:24,2 - Medium,2 - Medium,3 - Moderate,True,22/3/2016 10:38,27/3/2016 10:59,Ruby,Shrimp,United States
INC0014516,Closed,True,3/4/2016 21:05,2 - Medium,2 - Medium,3 - Moderate,False,5/4/2016 15:48,10/4/2016 15:59,Emerald,Frog,Mexico
INC0001948,Closed,True,3/3/2016 14:10,2 - Medium,2 - Medium,3 - Moderate,True,3/3/2016 15:27,8/3/2016 16:00,Ruby,Fox,South Korea
INC0013608,Closed,True,31/3/2016 15:05,2 - Medium,2 - Medium,3 - Moderate,False,31/3/2016 15:11,5/4/2016 15:59,Ruby,Shrimp,Italy
INC0007247,Awaiting User Info,True,15/3/2016 11:52,2 - Medium,2 - Medium,3 - Moderate,False,24/3/2016 08:56,29/3/2016 08:59,Sapphire,Peacock,Australia
INC0024706,New,True,2/5/2016 09:09,2 - Medium,2 - Medium,3 - Moderate,False,4/5/2016 15:00,9/5/2016 15:07,Ruby,LadyBug,Hungary
INC0014323,New,True,1/4/2016 18:48,2 - Medium,2 - Medium,3 - Moderate,False,8/4/2016 17:36,13/4/2016 17:59,Emerald,Frog,Nigeria
INC0004329,Closed,False,8/3/2016 14:02,2 - Medium,2 - Medium,3 - Moderate,True,18/3/2016 09:51,24/3/2016 18:59,Ruby,LadyBug,Egypt
INC0007434,Closed,False,15/3/2016 17:02,2 - Medium,2 - Medium,3 - Moderate,False,22/3/2016 12:54,27/3/2016 12:59,Sapphire,Glaucus,Thailand
INC0028682,Awaiting User Info,True,12/5/2016 09:16,2 - Medium,2 - Medium,3 - Moderate,False,12/5/2016 15:38,17/5/2016 16:07,Ruby,Ant,United States
INC0001732,Resolved,True,3/3/2016 10:16,2 - Medium,2 - Medium,3 - Moderate,True,11/3/2016 11:30,24/3/2016 18:50,Sapphire,BlueJay,Malaysia
INC0002717,Awaiting User Info,True,4/3/2016 17:22,2 - Medium,2 - Medium,3 - Moderate,True,8/3/2016 10:22,24/3/2016 18:40,Ruby,Fox,Vietnam
INC0014128,Closed,True,1/4/2016 14:10,2 - Medium,2 - Medium,3 - Moderate,False,1/4/2016 14:19,6/4/2016 14:59,Ruby,Ant,Switzerland
INC0000673,Awaiting User Info,True,1/3/2016 12:06,3 - Low,3 - Low,4 - Low,True,3/3/2016 10:53,8/3/2016 11:00,Emerald,Croc,Greece
INC0009772,Closed,True,22/3/2016 08:06,2 - Medium,2 - Medium,3 - Moderate,False,22/3/2016 16:33,27/3/2016 16:59,Emerald,Croc,Pakistan
INC0008999,New,True,19/3/2016 01:41,2 - Medium,2 - Medium,3 - Moderate,False,29/3/2016 08:26,3/4/2016 08:59,Ruby,Fox,Australia
INC0024314,New,True,29/4/2016 15:59,2 - Medium,2 - Medium,3 - Moderate,False,2/5/2016 09:46,7/5/2016 10:07,Ruby,Ant,Peru
INC0023167,Closed,True,27/4/2016 11:47,2 - Medium,2 - Medium,3 - Moderate,False,27/4/2016 12:15,2/5/2016 13:07,Ruby,Fox,United Kingdom
INC0006536,Resolved,True,14/3/2016 10:14,2 - Medium,2 - Medium,3 - Moderate,False,6/4/2016 13:30,11/4/2016 13:59,Sapphire,BlueJay,Norway
INC0019074,Active,True,14/4/2016 10:34,2 - Medium,2 - Medium,3 - Moderate,False,17/5/2016 10:55,22/5/2016 11:07,Sapphire,Peacock,Bolivia
INC0023173,Active,True,27/4/2016 11:53,2 - Medium,2 - Medium,3 - Moderate,False,28/4/2016 11:50,3/5/2016 12:07,Sapphire,BlueJay,United Arab Emirates
INC0023014,Active,True,27/4/2016 08:43,2 - Medium,2 - Medium,3 - Moderate,False,2/5/2016 13:58,7/5/2016 14:07,Emerald,Frog,Malaysia
INC0006891,New,True,14/3/2016 16:40,2 - Medium,2 - Medium,3 - Moderate,False,15/3/2016 09:51,24/3/2016 19:00,Ruby,Fox,Czech Republic
INC0004248,Closed,True,8/3/2016 12:18,3 - Low,3 - Low,4 - Low,True,10/3/2016 10:30,24/3/2016 18:50,Sapphire,Glaucus,Norway
INC0008108,Closed,False,17/3/2016 08:56,2 - Medium,1 - High,2 - High,False,17/3/2016 19:21,24/3/2016 19:01,Sapphire,Glaucus,United States
INC0016684,Awaiting User Info,True,7/4/2016 16:47,2 - Medium,2 - Medium,3 - Moderate,False,12/4/2016 15:33,17/4/2016 16:07,Sapphire,BlueJay,Portugal
INC0011648,Active,True,28/3/2016 08:10,2 - Medium,2 - Medium,3 - Moderate,False,6/4/2016 15:56,11/4/2016 15:59,Emerald,Frog,Turkey
INC0027845,New,True,10/5/2016 11:06,2 - Medium,2 - Medium,3 - Moderate,False,23/5/2016 13:51,28/5/2016 14:07,Sapphire,Glaucus,Saudi Arabia
INC0008620,Resolved,True,18/3/2016 09:34,2 - Medium,2 - Medium,3 - Moderate,False,27/4/2016 07:53,2/5/2016 08:07,Ruby,Fox,Peru
INC0010525,Active,True,23/3/2016 12:35,2 - Medium,2 - Medium,3 - Moderate,False,1/4/2016 09:53,6/4/2016 09:59,Ruby,Ant,Philippines
INC0020572,Resolved,True,18/4/2016 16:07,2 - Medium,2 - Medium,3 - Moderate,False,29/4/2016 15:28,4/5/2016 16:07,Sapphire,Peacock,Australia
INC0027386,New,True,9/5/2016 10:34,2 - Medium,2 - Medium,3 - Moderate,False,9/5/2016 14:38,14/5/2016 15:07,Sapphire,BlueJay,Germany
INC0010236,New,True,23/3/2016 01:46,2 - Medium,2 - Medium,3 - Moderate,False,23/3/2016 11:24,28/3/2016 11:59,Emerald,Turtle,Indonesia
INC0018860,Resolved,True,13/4/2016 17:10,2 - Medium,2 - Medium,3 - Moderate,False,13/4/2016 17:13,18/4/2016 16:11,Ruby,Fox,Australia
INC0004151,Active,True,8/3/2016 10:53,2 - Medium,2 - Medium,3 - Moderate,True,14/3/2016 11:34,24/3/2016 18:50,Ruby,Shrimp,United Kingdom
INC0025205,Active,True,3/5/2016 08:23,2 - Medium,2 - Medium,3 - Moderate,False,5/5/2016 09:13,10/5/2016 10:07,Emerald,Frog,Belgium
INC0004412,Resolved,True,8/3/2016 15:46,2 - Medium,2 - Medium,3 - Moderate,True,21/3/2016 14:04,26/3/2016 14:59,Sapphire,Glaucus,Argentina
INC0008486,Resolved,True,17/3/2016 17:55,1 - High,1 - High,1 - Critical,False,18/4/2016 09:44,23/4/2016 10:07,Emerald,Boa,Switzerland
INC0012471,New,True,29/3/2016 11:22,2 - Medium,2 - Medium,3 - Moderate,False,11/4/2016 16:22,16/4/2016 17:07,Emerald,Turtle,Belgium
INC0016794,New,True,8/4/2016 08:44,2 - Medium,2 - Medium,3 - Moderate,False,8/4/2016 16:10,13/4/2016 16:59,Sapphire,Glaucus,Kenya
INC0012263,Awaiting User Info,True,29/3/2016 06:13,2 - Medium,2 - Medium,3 - Moderate,False,6/4/2016 08:40,11/4/2016 08:59,Ruby,Ant,Ireland
INC0003884,Active,True,8/3/2016 05:45,2 - Medium,2 - Medium,3 - Moderate,True,8/3/2016 10:21,24/3/2016 18:41,Sapphire,Peacock,China
INC0013501,Closed,True,31/3/2016 12:08,2 - Medium,2 - Medium,3 - Moderate,False,31/3/2016 13:44,5/4/2016 13:59,Sapphire,Glaucus,Ecuador
INC0007423,New,True,15/3/2016 16:51,2 - Medium,2 - Medium,3 - Moderate,False,17/3/2016 15:07,24/3/2016 19:01,Sapphire,BlueTang,Portugal
INC0023179,Resolved,True,27/4/2016 11:57,2 - Medium,2 - Medium,3 - Moderate,False,28/4/2016 08:23,3/5/2016 09:07,Sapphire,BlueTang,Vietnam
INC0006822,Awaiting User Info,True,14/3/2016 15:01,2 - Medium,2 - Medium,3 - Moderate,False,23/3/2016 14:23,28/3/2016 14:59,Ruby,Shrimp,Romania
INC0010499,Active,True,23/3/2016 11:44,2 - Medium,2 - Medium,3 - Moderate,False,23/3/2016 14:10,28/3/2016 14:59,Sapphire,Peacock,Thailand
INC0007898,New,True,16/3/2016 15:23,2 - Medium,2 - Medium,3 - Moderate,False,18/3/2016 09:33,24/3/2016 19:01,Sapphire,BlueTang,Germany
INC0006362,New,True,14/3/2016 04:11,2 - Medium,2 - Medium,3 - Moderate,False,14/3/2016 10:20,24/3/2016 18:51,Ruby,LadyBug,Kenya
INC0008739,New,True,18/3/2016 11:29,2 - Medium,2 - Medium,3 - Moderate,False,30/3/2016 16:57,4/4/2016 16:59,Emerald,Frog,Norway
INC0015805,Active,True,6/4/2016 09:23,2 - Medium,2 - Medium,3 - Moderate,False,7/4/2016 09:53,12/4/2016 09:59,Sapphire,BlueJay,Switzerland
INC0015692,Awaiting User Info,True,6/4/2016 00:04,2 - Medium,2 - Medium,3 - Moderate,False,11/4/2016 14:59,16/4/2016 15:07,Ruby,Ant,Morocco
INC0025693,Closed,False,4/5/2016 08:57,1 - High,1 - High,1 - Critical,False,6/5/2016 10:35,11/5/2016 11:07,Sapphire,Glaucus,Croatia
INC0028265,New,True,11/5/2016 09:46,2 - Medium,2 - Medium,3 - Moderate,False,13/5/2016 09:50,18/5/2016 10:07,Emerald,Boa,Belgium
INC0006882,New,True,14/3/2016 16:28,2 - Medium,2 - Medium,3 - Moderate,False,29/3/2016 14:33,3/4/2016 14:59,Emerald,Turtle,Norway
INC0004248,New,True,8/3/2016 12:18,3 - Low,3 - Low,4 - Low,True,10/3/2016 10:30,24/3/2016 18:50,Ruby,Fox,Morocco
INC0017334,Closed,False,11/4/2016 02:08,2 - Medium,2 - Medium,3 - Moderate,False,27/4/2016 11:50,2/5/2016 12:07,Sapphire,BlueJay,Australia
INC0026828,Awaiting User Info,True,6/5/2016 11:33,2 - Medium,2 - Medium,3 - Moderate,False,17/5/2016 09:04,22/5/2016 09:07,Sapphire,BlueTang,United States
INC0010143,Active,True,22/3/2016 15:49,2 - Medium,2 - Medium,3 - Moderate,False,29/3/2016 05:53,3/4/2016 05:59,Ruby,Shrimp,Switzerland
INC0000720,Closed,False,1/3/2016 13:10,2 - Medium,2 - Medium,3 - Moderate,True,17/3/2016 11:07,24/3/2016 18:59,Ruby,Shrimp,United Arab Emirates
INC0002283,Closed,True,4/3/2016 08:53,3 - Low,2 - Medium,4 - Low,True,4/3/2016 16:58,9/3/2016 17:00,Emerald,Turtle,Brazil
INC0026352,Active,True,5/5/2016 11:45,2 - Medium,2 - Medium,3 - Moderate,False,12/5/2016 16:13,17/5/2016 17:07,Sapphire,BlueTang,Switzerland
INC0006829,New,True,14/3/2016 15:15,2 - Medium,2 - Medium,3 - Moderate,False,16/3/2016 11:11,24/3/2016 19:00,Sapphire,Peacock,Poland
INC0007752,Active,True,16/3/2016 11:54,2 - Medium,2 - Medium,3 - Moderate,False,18/3/2016 09:48,24/3/2016 19:01,Emerald,Croc,Israel
INC0026408,New,True,5/5/2016 12:38,2 - Medium,2 - Medium,3 - Moderate,False,3/6/2016 16:28,8/6/2016 17:07,Ruby,LadyBug,Hungary
INC0005172,Awaiting User Info,True,10/3/2016 08:21,2 - Medium,2 - Medium,3 - Moderate,True,11/3/2016 10:50,24/3/2016 18:51,Emerald,Croc,India
INC0020154,New,True,18/4/2016 08:24,2 - Medium,2 - Medium,3 - Moderate,False,18/4/2016 12:10,23/4/2016 13:07,Ruby,Fox,Switzerland
INC0020115,New,True,18/4/2016 00:14,2 - Medium,2 - Medium,3 - Moderate,False,18/4/2016 00:53,23/4/2016 01:07,Emerald,Frog,Spain
INC0006440,Active,True,14/3/2016 08:49,2 - Medium,2 - Medium,3 - Moderate,False,16/3/2016 09:47,24/3/2016 19:00,Emerald,Croc,Pakistan
INC0007334,New,True,15/3/2016 14:11,2 - Medium,2 - Medium,3 - Moderate,False,22/3/2016 10:22,27/3/2016 10:59,Emerald,Frog,Brazil
INC0003256,Active,True,7/3/2016 10:35,1 - High,2 - Medium,2 - High,True,30/3/2016 12:24,4/4/2016 12:59,Sapphire,Peacock,Italy
INC0027537,Closed,True,9/5/2016 14:42,2 - Medium,2 - Medium,3 - Moderate,False,10/5/2016 11:59,15/5/2016 12:07,Emerald,Boa,Hungary
INC0023151,Active,True,27/4/2016 11:31,2 - Medium,2 - Medium,3 - Moderate,False,27/4/2016 13:51,2/5/2016 14:07,Ruby,Shrimp,Vietnam
INC0016311,Resolved,True,7/4/2016 08:04,2 - Medium,2 - Medium,3 - Moderate,False,7/4/2016 12:21,12/4/2016 12:59,Ruby,LadyBug,Mexico
INC0008475,Closed,True,17/3/2016 17:16,2 - Medium,2 - Medium,3 - Moderate,False,17/3/2016 17:31,24/3/2016 19:02,Sapphire,Glaucus,United Arab Emirates
INC0014502,New,True,3/4/2016 16:22,2 - Medium,2 - Medium,3 - Moderate,False,14/4/2016 15:11,19/4/2016 16:07,Ruby,LadyBug,Ireland
INC0019154,Closed,True,14/4/2016 12:01,2 - Medium,2 - Medium,3 - Moderate,False,14/4/2016 12:43,19/4/2016 13:07,Emerald,Frog,France
INC0025867,Active,True,4/5/2016 13:22,2 - Medium,2 - Medium,3 - Moderate,False,4/5/2016 13:29,9/5/2016 14:07,Emerald,Frog,Denmark
INC0027874,New,True,10/5/2016 11:50,2 - Medium,2 - Medium,3 - Moderate,False,13/6/2016 09:25,18/6/2016 10:00,Sapphire,BlueTang,Finland
INC0004032,Active,True,8/3/2016 09:27,2 - Medium,2 - Medium,3 - Moderate,True,11/3/2016 14:00,24/3/2016 18:50,Emerald,Boa,Greece
INC0009681,Active,True,21/3/2016 17:11,2 - Medium,2 - Medium,3 - Moderate,False,4/4/2016 06:07,9/4/2016 06:59,Emerald,Frog,Mexico
INC0013962,Active,True,1/4/2016 10:21,3 - Low,3 - Low,4 - Low,False,4/4/2016 08:48,9/4/2016 08:59,Ruby,LadyBug,Ukraine
INC0022188,Closed,True,25/4/2016 10:15,2 - Medium,2 - Medium,3 - Moderate,False,25/4/2016 10:19,30/4/2016 11:07,Ruby,Shrimp,Turkey
INC0025182,Active,True,3/5/2016 05:59,2 - Medium,2 - Medium,3 - Moderate,False,16/5/2016 14:13,21/5/2016 15:07,Emerald,Boa,Brazil
INC0004370,Closed,False,8/3/2016 14:56,2 - Medium,2 - Medium,3 - Moderate,True,8/3/2016 16:54,24/3/2016 18:41,Sapphire,Glaucus,Egypt
INC0029102,New,True,13/5/2016 08:41,2 - Medium,2 - Medium,3 - Moderate,False,13/5/2016 08:44,18/5/2016 09:07,Ruby,Fox,Germany
INC0015428,Awaiting Vendor,True,5/4/2016 11:16,2 - Medium,2 - Medium,3 - Moderate,False,21/7/2016 15:20,26/7/2016 16:00,Ruby,Ant,Austria
INC0026949,Resolved,True,6/5/2016 15:20,2 - Medium,2 - Medium,3 - Moderate,False,6/5/2016 15:24,11/5/2016 16:07,Emerald,Boa,Indonesia
INC0018848,Closed,True,13/4/2016 16:46,2 - Medium,2 - Medium,3 - Moderate,False,?,18/4/2016 16:12,Ruby,Ant,Vietnam
INC0007346,Active,True,15/3/2016 14:32,2 - Medium,2 - Medium,3 - Moderate,False,22/3/2016 14:14,27/3/2016 14:59,Emerald,Boa,Hungary
INC0014300,New,True,1/4/2016 17:22,2 - Medium,2 - Medium,3 - Moderate,False,1/4/2016 17:29,6/4/2016 17:59,Sapphire,Glaucus,Mexico
INC0000974,New,True,2/3/2016 07:23,2 - Medium,2 - Medium,3 - Moderate,True,8/3/2016 14:43,24/3/2016 18:40,Sapphire,BlueTang,China
INC0015788,Closed,False,6/4/2016 09:09,2 - Medium,2 - Medium,3 - Moderate,False,16/12/2016 11:57,21/12/2016 12:00,Ruby,Shrimp,South Korea
INC0000785,Resolved,True,1/3/2016 15:11,2 - Medium,2 - Medium,3 - Moderate,True,9/3/2016 15:57,24/3/2016 18:40,Sapphire,Peacock,Israel
INC0013785,Resolved,True,1/4/2016 06:57,2 - Medium,2 - Medium,3 - Moderate,False,1/4/2016 06:58,6/4/2016 06:59,Emerald,Boa,Pakistan
INC0003260,New,True,7/3/2016 10:37,2 - Medium,2 - Medium,3 - Moderate,True,7/3/2016 11:55,24/3/2016 18:40,Ruby,Fox,Kenya
INC0016290,Active,True,7/4/2016 01:37,2 - Medium,2 - Medium,3 - Moderate,False,7/4/2016 01:52,12/4/2016 01:59,Sapphire,BlueJay,United States
INC0015796,Active,True,6/4/2016 09:18,2 - Medium,2 - Medium,3 - Moderate,False,8/4/2016 08:46,13/4/2016 08:59,Ruby,LadyBug,South Africa
INC0002483,New,True,4/3/2016 12:32,1 - High,2 - Medium,2 - High,True,9/3/2016 12:17,24/3/2016 18:40,Emerald,Croc,Poland
INC0001155,Closed,False,2/3/2016 11:07,2 - Medium,2 - Medium,3 - Moderate,True,25/4/2016 09:43,30/4/2016 10:07,Sapphire,Peacock,Finland
INC0011576,Active,True,27/3/2016 13:21,2 - Medium,2 - Medium,3 - Moderate,False,29/3/2016 10:11,1/4/2016 10:43,Ruby,LadyBug,Switzerland
INC0001030,New,True,2/3/2016 09:02,2 - Medium,2 - Medium,3 - Moderate,True,7/3/2016 11:48,24/3/2016 18:40,Emerald,Croc,Denmark
INC0024733,Active,True,2/5/2016 09:28,2 - Medium,2 - Medium,3 - Moderate,False,2/5/2016 09:31,7/5/2016 10:07,Emerald,Croc,Chile
INC0010310,Active,True,23/3/2016 08:41,2 - Medium,2 - Medium,3 - Moderate,False,23/3/2016 10:40,28/3/2016 10:59,Ruby,Shrimp,Switzerland
INC0008323,Resolved,True,17/3/2016 13:16,2 - Medium,2 - Medium,3 - Moderate,False,24/3/2016 09:01,29/3/2016 09:59,Sapphire,BlueJay,Mexico
INC0020378,New,True,18/4/2016 12:01,2 - Medium,2 - Medium,3 - Moderate,False,19/4/2016 14:25,24/4/2016 15:07,Ruby,Fox,Nigeria
INC0025963,Closed,True,4/5/2016 15:34,2 - Medium,2 - Medium,3 - Moderate,False,4/5/2016 16:20,9/5/2016 17:07,Sapphire,Glaucus,South Africa
INC0016083,New,True,6/4/2016 15:15,2 - Medium,2 - Medium,3 - Moderate,False,15/4/2016 09:29,20/4/2016 10:07,Emerald,Boa,Indonesia
INC0010072,Resolved,True,22/3/2016 14:33,2 - Medium,2 - Medium,3 - Moderate,False,30/3/2016 09:14,4/4/2016 09:59,Emerald,Boa,Finland
INC0011496,Resolved,True,26/3/2016 13:19,2 - Medium,2 - Medium,3 - Moderate,False,28/3/2016 09:19,2/4/2016 09:59,Emerald,Turtle,Portugal
INC0018337,Active,True,12/4/2016 17:10,2 - Medium,2 - Medium,3 - Moderate,False,19/4/2016 08:46,24/4/2016 09:07,Ruby,Fox,United States
INC0022076,Closed,True,25/4/2016 08:39,2 - Medium,2 - Medium,3 - Moderate,False,25/4/2016 08:44,30/4/2016 09:07,Ruby,Fox,Pakistan
INC0025877,Resolved,True,4/5/2016 13:44,2 - Medium,2 - Medium,3 - Moderate,False,6/5/2016 10:51,11/5/2016 11:07,Sapphire,BlueTang,Japan
INC0003065,Active,True,7/3/2016 08:26,2 - Medium,2 - Medium,3 - Moderate,True,17/3/2016 08:43,24/3/2016 18:59,Emerald,Turtle,Switzerland
INC0012601,New,True,29/3/2016 14:25,2 - Medium,2 - Medium,3 - Moderate,False,6/4/2016 14:41,11/4/2016 14:59,Emerald,Croc,Italy
INC0015791,Active,True,6/4/2016 09:13,2 - Medium,2 - Medium,3 - Moderate,False,11/4/2016 10:04,16/4/2016 10:07,Emerald,Frog,Ecuador
INC0019061,New,True,14/4/2016 10:20,2 - Medium,2 - Medium,3 - Moderate,False,14/4/2016 10:31,19/4/2016 11:07,Emerald,Boa,Bolivia
INC0006751,New,True,14/3/2016 13:49,2 - Medium,2 - Medium,3 - Moderate,False,18/3/2016 11:08,24/3/2016 19:00,Sapphire,BlueTang,Czech Republic
